Bellman-Ford-Moore — Batch Results
Generated   : 2026-04-15 16:42:58
Input file  : C:\Users\helen\Desktop\5800FinalProject_BellmanFord\tests\real_world\p2p-gnutella.txt
Test cases  : 1

  I/O Overhead (shared across all test cases)
  io_read_sec        : 0.002210 s

============================================================
TEST CASE #1
============================================================

  Graph Details
  Representation     : LIST
  Vertices           : 10876
  Edges              : 39994
  Source             : 0

  Performance
  enqueue_count          : 23089
  total_relaxations      : 26825
  enqueue_ratio          : 2.12
  max_enqueues           : 6
  elapsed_sec            : 0.020174 s

  Performance Overhead
  graph_build_sec    : 0.008424 s

  Vertex     Distance        Path from source
  4717       151.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 238 → 831 → 2387 → 4717
  4718       151.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 238 → 831 → 2387 → 4718
  4719       141.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 3554 → 669 → 385 → 3684 → 4719
  4720       209.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 835 → 2389 → 4720
  4721       158.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 835 → 2390 → 4721
  4722       146.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 835 → 2390 → 4722
  4723       189.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 835 → 2390 → 4723
  4724       149.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 835 → 2390 → 4724
  4725       175.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2128 → 4034 → 3556 → 4725
  4726       154.0           0 → 10 → 141 → 510 → 1642 → 2425 → 265 → 1031 → 1459 → 2393 → 4726
  4727       152.0           0 → 10 → 141 → 510 → 1642 → 2425 → 265 → 1031 → 1459 → 2393 → 4727
  4728       162.0           0 → 10 → 141 → 510 → 1642 → 2425 → 265 → 1031 → 1459 → 2393 → 4728
  4729       164.0           0 → 10 → 141 → 510 → 1642 → 2425 → 265 → 1031 → 1459 → 2393 → 4729
  4730       223.0           0 → 10 → 141 → 510 → 1642 → 2425 → 265 → 1031 → 1459 → 2393 → 4730
  4731       191.0           0 → 10 → 141 → 510 → 1642 → 2425 → 265 → 1031 → 1459 → 2393 → 4731
  4732       168.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 691 → 1739 → 2751 → 4732
  4733       256.0           0 → 3 → 25 → 101 → 314 → 1128 → 2994 → 4733
  4734       363.0           0 → 3 → 23 → 109 → 390 → 1347 → 3317 → 5617 → 5347 → 2395 → 4734
  4735       139.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2695 → 4735
  4736       219.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 1963 → 4239 → 3926 → 4736
  4737       163.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943 → 3355 → 5635 → 5287 → 2301 → 4737
  4738       263.0           0 → 3 → 23 → 109 → 390 → 1348 → 3356 → 3351 → 2518 → 2855 → 5222 → 2399 → 4738
  4739       271.0           0 → 10 → 137 → 493 → 1597 → 1042 → 2828 → 3858 → 9146 → 2400 → 4739
  4740       249.0           0 → 10 → 137 → 493 → 1597 → 1042 → 2828 → 3858 → 9146 → 2400 → 4740
  4741       223.0           0 → 10 → 137 → 493 → 1597 → 1042 → 2828 → 3858 → 9146 → 2400 → 4741
  4742       239.0           0 → 10 → 137 → 493 → 1597 → 1042 → 2828 → 3858 → 9146 → 2400 → 4742
  4743       192.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2406 → 4743
  4744       233.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2406 → 4744
  4745       132.0           0 → 3 → 23 → 109 → 390 → 1348 → 3356 → 5181 → 4745
  4746       237.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2406 → 4746
  4747       144.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1363 → 2504 → 2403 → 4747
  4748       135.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1363 → 2504 → 2403 → 4748
  4749       194.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1363 → 2504 → 2403 → 4749
  4750       151.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1363 → 2504 → 2403 → 4750
  4751       175.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1363 → 2504 → 2403 → 4751
  4752       176.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 691 → 1739 → 2751 → 4752
  4753       173.0           0 → 3 → 23 → 109 → 387 → 1334 → 533 → 1683 → 3890 → 4753
  4754       157.0           0 → 1 → 17 → 84 → 4754
  4755       163.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 3305 → 7348 → 4755
  4756       107.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2409 → 4756
  4757       168.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 1252 → 5025 → 2663 → 2412 → 4757
  4758       179.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 1252 → 5025 → 2663 → 2412 → 4758
  4759       186.0           0 → 10 → 144 → 519 → 1660 → 3863 → 5074 → 4759
  4760       198.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 1252 → 5025 → 2663 → 2412 → 4760
  4761       137.0           0 → 10 → 141 → 510 → 1642 → 837 → 2414 → 4761
  4762       189.0           0 → 10 → 141 → 510 → 1642 → 837 → 2414 → 4762
  4763       184.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 4763
  4764       198.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4475 → 4764
  4765       169.0           0 → 10 → 144 → 519 → 1660 → 3863 → 5074 → 6968 → 2744 → 4364 → 4765
  4766       189.0           0 → 10 → 141 → 510 → 1642 → 837 → 2415 → 4766
  4767       225.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 1487 → 3607 → 4767
  4768       129.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4768
  4769       124.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769
  4770       139.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2417 → 4770
  4771       117.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2417 → 4771
  4772       154.0           0 → 10 → 141 → 504 → 1782 → 570 → 6043 → 2775 → 4772
  4773       195.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2419 → 4773
  4774       179.0           0 → 10 → 141 → 510 → 1642 → 1663 → 3413 → 4774
  4775       210.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 5811 → 4826 → 703 → 2131 → 3987 → 4775
  4776       203.0           0 → 10 → 137 → 495 → 893 → 1072 → 264 → 952 → 2690 → 4776
  4777       119.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 3554 → 2421 → 4777
  4778       189.0           0 → 3 → 25 → 101 → 314 → 1122 → 2980 → 2931 → 8673 → 4778
  4779       209.0           0 → 3 → 23 → 109 → 387 → 1333 → 1904 → 3857 → 4779
  4780       213.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2419 → 840 → 2424 → 4780
  4781       165.0           0 → 10 → 137 → 493 → 1597 → 349 → 698 → 1589 → 2433 → 4781
  4782       176.0           0 → 10 → 137 → 493 → 1597 → 349 → 698 → 1589 → 2433 → 4782
  4783       211.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 2430 → 4783
  4784       250.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 2430 → 4784
  4785       195.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 2430 → 4785
  4786       243.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 2430 → 4786
  4787       233.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 2430 → 4787
  4788       277.0           0 → 10 → 137 → 495 → 1281 → 3236 → 2348 → 4788
  4789       202.0           0 → 10 → 137 → 495 → 1281 → 3236 → 2348 → 4789
  4790       140.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 2431 → 4790
  4791       290.0           0 → 3 → 23 → 115 → 397 → 1354 → 2354 → 1536 → 1218 → 2438 → 4791
  4792       243.0           0 → 10 → 141 → 510 → 1642 → 2425 → 265 → 1031 → 1459 → 3562 → 5310 → 1787 → 4792
  4793       203.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 4448 → 4793
  4794       204.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 931 → 2653 → 4794
  4795       296.0           0 → 10 → 137 → 493 → 1597 → 920 → 697 → 77 → 80 → 240 → 847 → 2440 → 4795
  4796       247.0           0 → 10 → 137 → 493 → 1597 → 920 → 697 → 77 → 80 → 240 → 847 → 2440 → 4796
  4797       212.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 2435 → 4797
  4798       174.0           0 → 10 → 137 → 289 → 1067 → 2883 → 4798
  4799       236.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 2435 → 4799
  4800       166.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 2265 → 4576 → 4800
  4801       103.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 4801
  4802       125.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 4802
  4803       192.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 4803
  4804       157.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 4804
  4805       180.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 4805
  4806       106.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 4806
  4807       136.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 4807
  4808       97.0            0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 4808
  4809       130.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 4809
  4810       206.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 238 → 827 → 2374 → 4810
  4811       191.0           0 → 10 → 144 → 516 → 945 → 850 → 2448 → 4811
  4812       221.0           0 → 10 → 144 → 516 → 945 → 850 → 2450 → 4812
  4813       157.0           0 → 3 → 23 → 115 → 397 → 1354 → 2700 → 4813
  4814       224.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089 → 2455 → 4814
  4815       231.0           0 → 10 → 144 → 519 → 1660 → 65 → 200 → 729 → 2220 → 3000 → 4815
  4816       167.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 4569 → 5946 → 4816
  4817       218.0           0 → 10 → 137 → 495 → 1281 → 1246 → 1203 → 2458 → 4817
  4818       231.0           0 → 10 → 141 → 510 → 1642 → 2425 → 265 → 1031 → 1459 → 3562 → 5310 → 1787 → 4818
  4819       177.0           0 → 3 → 23 → 115 → 397 → 1354 → 1391 → 3465 → 5750 → 7131 → 3970 → 4819
  4820       266.0           0 → 10 → 144 → 516 → 1299 → 3274 → 846 → 2461 → 4820
  4821       192.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5900 → 7355 → 4821
  4822       185.0           0 → 10 → 137 → 496 → 1622 → 3810 → 4822
  4823       173.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 4479 → 1157 → 3043 → 4823
  4824       193.0           0 → 10 → 141 → 510 → 1642 → 2425 → 265 → 1031 → 1459 → 3562 → 5310 → 1787 → 6890 → 2467 → 4824
  4825       192.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 4451 → 4875 → 4825
  4826       142.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 5811 → 4826
  4827       271.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 4077 → 855 → 2477 → 4827
  4828       238.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 4077 → 855 → 2477 → 4828
  4829       237.0           0 → 10 → 141 → 510 → 1642 → 2425 → 265 → 1031 → 2819 → 4829
  4830       248.0           0 → 3 → 25 → 101 → 314 → 1122 → 2980 → 685 → 2093 → 4403 → 6505 → 4830
  4831       135.0           0 → 10 → 137 → 495 → 1281 → 3236 → 5546 → 3391 → 4831
  4832       241.0           0 → 3 → 25 → 101 → 314 → 1123 → 2995 → 4832
  4833       253.0           0 → 10 → 136 → 8253 → 2006 → 1021 → 2816 → 5189 → 2482 → 4833
  4834       258.0           0 → 3 → 23 → 109 → 390 → 1348 → 3356 → 5181 → 2483 → 4834
  4835       257.0           0 → 10 → 137 → 495 → 1281 → 3236 → 5546 → 3391 → 4831 → 6852 → 4835
  4836       165.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2128 → 4034 → 3556 → 4836
  4837       256.0           0 → 3 → 23 → 116 → 512 → 1633 → 1747 → 2618 → 429 → 4837
  4838       165.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 4268 → 6419 → 2520 → 4838
  4839       181.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1363 → 2504 → 2403 → 4751 → 4839
  4840       271.0           0 → 3 → 23 → 116 → 512 → 1633 → 1747 → 2618 → 429 → 4840
  4841       195.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 4002 → 2489 → 4841
  4842       251.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 4002 → 2489 → 4842
  4843       154.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1359 → 567 → 1827 → 3826 → 6041 → 2674 → 4843
  4844       160.0           0 → 10 → 144 → 516 → 1299 → 3274 → 4864 → 4903 → 4844
  4845       234.0           0 → 10 → 144 → 516 → 1652 → 1111 → 2978 → 4845
  4846       223.0           0 → 10 → 144 → 519 → 1660 → 1974 → 4246 → 2691 → 4155 → 4846
  4847       302.0           0 → 3 → 23 → 115 → 397 → 1353 → 3368 → 2490 → 4847
  4848       258.0           0 → 3 → 23 → 115 → 397 → 1353 → 3368 → 2490 → 4848
  4849       207.0           0 → 3 → 26 → 89 → 272 → 985 → 2346 → 4417 → 4849
  4850       306.0           0 → 3 → 23 → 115 → 397 → 1353 → 3368 → 2490 → 4850
  4851       185.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2057 → 2411 → 4851
  4852       234.0           0 → 10 → 136 → 8253 → 2006 → 1021 → 2815 → 5184 → 2492 → 4852
  4853       206.0           0 → 3 → 23 → 115 → 397 → 1353 → 3368 → 4853
  4854       204.0           0 → 10 → 141 → 504 → 1782 → 2975 → 4854
  4855       111.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 4855
  4856       147.0           0 → 10 → 141 → 510 → 1642 → 1663 → 3617 → 2484 → 4856
  4857       235.0           0 → 10 → 141 → 510 → 1642 → 1663 → 185 → 3578 → 5831 → 7521 → 9134 → 9018 → 4857
  4858       181.0           0 → 10 → 137 → 289 → 1070 → 7240 → 4858
  4859       262.0           0 → 10 → 141 → 510 → 1642 → 2002 → 4275 → 2496 → 4859
  4860       157.0           0 → 10 → 137 → 493 → 1597 → 920 → 1537 → 2497 → 4860
  4861       145.0           0 → 10 → 137 → 493 → 1597 → 920 → 1537 → 2497 → 4861
  4862       157.0           0 → 10 → 137 → 493 → 1597 → 920 → 1537 → 2497 → 4862
  4863       192.0           0 → 10 → 137 → 289 → 1067 → 2883 → 5258 → 4863
  4864       125.0           0 → 10 → 144 → 516 → 1299 → 3274 → 4864
  4865       232.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1359 → 567 → 1827 → 3826 → 5860 → 2351 → 853 → 2494 → 4865
  4866       208.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1363 → 2504 → 4866
  4867       158.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1363 → 2504 → 4867
  4868       200.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1364 → 3380 → 1053 → 2843 → 4868
  4869       195.0           0 → 10 → 137 → 495 → 1281 → 1246 → 1203 → 2506 → 4869
  4870       135.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 4870
  4871       238.0           0 → 10 → 137 → 495 → 893 → 261 → 934 → 1008 → 2791 → 4871
  4872       176.0           0 → 10 → 137 → 493 → 1597 → 920 → 1537 → 1030 → 2823 → 865 → 2510 → 4872
  4873       226.0           0 → 10 → 137 → 493 → 1597 → 920 → 1537 → 1030 → 2823 → 865 → 2510 → 4873
  4874       193.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 2273 → 3093 → 5413 → 4593 → 6696 → 4874
  4875       187.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 4451 → 4875
  4876       252.0           0 → 3 → 26 → 89 → 272 → 985 → 2346 → 856 → 2515 → 4876
  4877       257.0           0 → 3 → 23 → 109 → 390 → 1348 → 3356 → 3351 → 2518 → 4877
  4878       214.0           0 → 3 → 23 → 109 → 390 → 1348 → 3356 → 3351 → 2518 → 4878
  4879       260.0           0 → 3 → 26 → 89 → 272 → 985 → 2346 → 856 → 2513 → 4879
  4880       178.0           0 → 3 → 26 → 89 → 272 → 985 → 2346 → 856 → 2513 → 4880
  4881       177.0           0 → 3 → 26 → 89 → 272 → 985 → 2346 → 856 → 2513 → 4881
  4882       242.0           0 → 3 → 26 → 89 → 272 → 985 → 2346 → 856 → 2513 → 4882
  4883       242.0           0 → 3 → 26 → 89 → 272 → 985 → 2346 → 856 → 2513 → 4883
  4884       177.0           0 → 3 → 26 → 89 → 272 → 985 → 2346 → 856 → 2513 → 4884
  4885       235.0           0 → 3 → 26 → 89 → 272 → 985 → 2346 → 856 → 2513 → 4885
  4886       141.0           0 → 3 → 23 → 115 → 397 → 1353 → 3368 → 4886
  4887       228.0           0 → 3 → 26 → 89 → 272 → 985 → 2346 → 856 → 2513 → 4887
  4888       207.0           0 → 3 → 23 → 115 → 397 → 1353 → 92 → 277 → 638 → 1955 → 2522 → 4888
  4889       174.0           0 → 10 → 137 → 495 → 893 → 867 → 2523 → 4889
  4890       136.0           0 → 10 → 137 → 495 → 893 → 867 → 2523 → 4890
  4891       319.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 252 → 866 → 2526 → 4891
  4892       409.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 252 → 866 → 2526 → 4892
  4893       384.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 252 → 866 → 2526 → 4893
  4894       326.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 252 → 866 → 2526 → 4894
  4895       328.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 252 → 866 → 2526 → 4895
  4896       361.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 252 → 866 → 2526 → 4896
  4897       358.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 252 → 866 → 2526 → 4897
  4898       369.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 252 → 866 → 2526 → 4898
  4899       416.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 252 → 866 → 2526 → 4899
  4900       234.0           0 → 3 → 23 → 109 → 387 → 1339 → 3078 → 2178 → 4900
  4901       195.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 2680 → 870 → 2533 → 4901
  4902       189.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 2680 → 870 → 2533 → 4902
  4903       149.0           0 → 10 → 144 → 516 → 1299 → 3274 → 4864 → 4903
  4904       170.0           0 → 3 → 23 → 115 → 397 → 1197 → 2532 → 4904
  4905       174.0           0 → 3 → 23 → 115 → 397 → 1197 → 2532 → 4905
  4906       208.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2695 → 2531 → 4906
  4907       134.0           0 → 3 → 23 → 115 → 397 → 1354 → 2700 → 4907
  4908       251.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2695 → 2531 → 4908
  4909       239.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4475 → 5238 → 4909
  4910       188.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 4462 → 6432 → 4910
  4911       199.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 4268 → 6419 → 2520 → 4911
  4912       175.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 4268 → 6419 → 2520 → 4912
  4913       213.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 1330 → 3330 → 2624 → 4913
  4914       294.0           0 → 1 → 14 → 2537 → 4914
  4915       283.0           0 → 3 → 23 → 115 → 397 → 1356 → 3592 → 590 → 1840 → 2541 → 4915
  4916       165.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 4804 → 4916
  4917       169.0           0 → 10 → 137 → 493 → 1597 → 1903 → 3225 → 4917
  4918       171.0           0 → 10 → 141 → 510 → 1642 → 2543 → 4918
  4919       229.0           0 → 3 → 23 → 115 → 397 → 1354 → 1391 → 3465 → 5750 → 7131 → 6255 → 5966 → 4682 → 4919
  4920       220.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 1808 → 4048 → 6244 → 3734 → 2460 → 3637 → 4920
  4921       266.0           0 → 10 → 136 → 1198 → 3125 → 127 → 2364 → 4660 → 2548 → 4921
  4922       189.0           0 → 10 → 141 → 510 → 1642 → 2425 → 2927 → 4922
  4923       188.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943 → 3355 → 5635 → 2546 → 4923
  4924       203.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943 → 3355 → 5635 → 2546 → 4924
  4925       197.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943 → 3355 → 5635 → 2546 → 4925
  4926       217.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 4806 → 3908 → 4926
  4927       202.0           0 → 10 → 137 → 495 → 1281 → 3236 → 2790 → 4927
  4928       136.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 2619 → 4928
  4929       201.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 3263 → 2552 → 4929
  4930       248.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 3263 → 2552 → 4930
  4931       210.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 3263 → 2552 → 4931
  4932       260.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 1185 → 2560 → 4932
  4933       291.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 1185 → 2560 → 4933
  4934       251.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 1185 → 2560 → 4934
  4935       218.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 1185 → 2560 → 4935
  4936       197.0           0 → 3 → 23 → 112 → 354 → 1300 → 3281 → 4936
  4937       193.0           0 → 10 → 141 → 504 → 1782 → 570 → 1349 → 3360 → 4937
  4938       282.0           0 → 10 → 137 → 493 → 1597 → 2710 → 649 → 886 → 2559 → 4938
  4939       237.0           0 → 10 → 144 → 519 → 1655 → 5999 → 3212 → 4939
  4940       186.0           0 → 10 → 141 → 504 → 1782 → 570 → 6043 → 2579 → 4940
  4941       154.0           0 → 10 → 141 → 504 → 1782 → 570 → 6043 → 2579 → 4941
  4942       216.0           0 → 10 → 141 → 504 → 1782 → 570 → 6043 → 2579 → 4942
  4943       167.0           0 → 10 → 137 → 496 → 1622 → 3806 → 4943
  4944       153.0           0 → 10 → 141 → 504 → 1782 → 570 → 6043 → 2579 → 4944
  4945       154.0           0 → 10 → 141 → 504 → 1782 → 570 → 6043 → 2579 → 4945
  4946       209.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 2273 → 3093 → 4107 → 2580 → 4946
  4947       182.0           0 → 10 → 137 → 495 → 893 → 261 → 935 → 2683 → 263 → 2870 → 4947
  4948       233.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 2273 → 3093 → 4107 → 2580 → 4948
  4949       152.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2057 → 2876 → 2812 → 2584 → 4949
  4950       152.0           0 → 10 → 137 → 496 → 1622 → 3810 → 4950
  4951       112.0           0 → 3 → 23 → 115 → 397 → 1354 → 6885 → 4951
  4952       171.0           0 → 3 → 26 → 89 → 272 → 985 → 2346 → 2007 → 4291 → 4952
  4953       117.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 3910 → 4953
  4954       214.0           0 → 10 → 144 → 519 → 1660 → 3863 → 5074 → 6968 → 2744 → 5107 → 6984 → 4954
  4955       189.0           0 → 10 → 136 → 8253 → 2006 → 1021 → 2816 → 5189 → 2597 → 4955
  4956       228.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 1845 → 4093 → 6297 → 2602 → 4956
  4957       175.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 167 → 615 → 1553 → 3710 → 5940 → 4957
  4958       143.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 4958
  4959       222.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 1845 → 4093 → 6297 → 2602 → 4959
  4960       174.0           0 → 3 → 23 → 115 → 397 → 1197 → 2192 → 4506 → 4960
  4961       252.0           0 → 3 → 23 → 115 → 397 → 1354 → 2354 → 171 → 631 → 1937 → 916 → 2603 → 4961
  4962       299.0           0 → 3 → 23 → 115 → 397 → 1354 → 2354 → 171 → 631 → 1937 → 916 → 2603 → 4962
  4963       228.0           0 → 3 → 23 → 115 → 397 → 1354 → 2354 → 171 → 631 → 1937 → 916 → 2603 → 4963
  4964       238.0           0 → 3 → 23 → 115 → 397 → 1354 → 2354 → 171 → 631 → 1937 → 916 → 2603 → 4964
  4965       181.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 2273 → 3093 → 4107 → 4965
  4966       325.0           0 → 10 → 137 → 493 → 1597 → 920 → 1537 → 3680 → 5499 → 7230 → 7361 → 5615 → 2600 → 4966
  4967       151.0           0 → 3 → 23 → 115 → 397 → 1354 → 2700 → 4967
  4968       281.0           0 → 3 → 23 → 115 → 397 → 1354 → 2354 → 171 → 631 → 1937 → 916 → 2605 → 4968
  4969       292.0           0 → 3 → 23 → 115 → 397 → 1354 → 2354 → 171 → 631 → 1937 → 916 → 2605 → 4969
  4970       197.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 835 → 190 → 5173 → 4970
  4971       168.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 4806 → 3908 → 4971
  4972       164.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1967 → 794 → 922 → 2612 → 4972
  4973       194.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 5029 → 4973
  4974       209.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1967 → 794 → 922 → 2612 → 4974
  4975       239.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2057 → 2876 → 2812 → 2584 → 3916 → 4975
  4976       217.0           0 → 1 → 17 → 84 → 4166 → 4976
